id,value
id_149,38.6185559547162
id_150,10.135511828597583
id_151,8.18465738357325
id_152,23.293091158438266
id_153,6.387903355486813
id_154,14.966307457788597
id_155,40.989402496224685
id_156,7.786839419891899
id_157,36.16624829920111
id_158,11.166482620414477
id_159,19.15253186394608
id_160,41.6132957784435
id_161,19.35181059834351
id_162,13.28024123107144
id_163,8.163444966844416
id_164,52.68560813760146
id_165,31.26418942535464
id_166,-0.36774754651516606
id_167,16.259005815490525
id_168,63.617158403875926
id_169,13.890508863048145
id_170,63.53684113204106
id_171,39.23383371130504
id_172,26.995473351329352
id_173,20.32716882450357
id_174,61.214989724734366
id_175,25.0435950502885
id_176,21.00621838051851
id_177,37.352649450378806
id_178,12.407437892146111
id_179,31.259406659813557
id_180,16.826003555870336
id_181,11.699139047659818
id_182,55.7315603735742
id_183,46.340630834344665
id_184,15.705756756622446
id_185,35.285325923693286
id_186,26.201041534982675
id_187,68.64287850579758
id_188,9.969526014390695
id_189,57.820716082309545
id_190,38.182784451007855
id_191,15.466263258817994
id_192,29.03297929949555
id_193,0.15306629397105426
id_194,19.075653625201245
id_195,0.9262513726069412
id_196,33.7452269145265
id_197,10.451544494820265
id_198,18.90093522816188
id_199,60.04803912627507
id_200,25.143848388592154
id_201,25.57687578333953
id_202,64.53917495155198
id_203,10.370500127314504
id_204,9.206570346099458
id_205,11.248639775060791
id_206,7.336271019111521
id_207,1.6991617775443015
id_208,124.1263922169138
id_209,20.745513399531472
id_210,16.40497498047266
id_211,13.950295616323798
id_212,36.28399555838668
id_213,35.928446360388676
id_214,18.960733292024315
id_215,34.97292726396143
id_216,78.59647688293352
id_217,0.5157771667849286
id_218,12.951133759075494
id_219,31.741323131399934
id_220,14.92553152303775
id_221,12.846517329875155
id_222,113.31580880924034
id_223,12.978233665845055
id_224,16.448182112371683
id_225,64.26959753186152
id_226,16.097916684626835
id_227,19.62354562348152
id_228,10.082846820939581
id_229,3.710671194917402
id_230,46.38922807246501
id_231,12.58347954636973
id_232,53.743067147277905
id_233,42.38702926276365
id_234,25.556767521782014
id_235,40.77253297298235
id_236,69.05822238235389
id_237,42.260087289100035
id_238,11.15269401559854
id_239,18.301294761184725
