id,value
id_174,59.01633210678493
id_175,25.26412440014073
id_176,21.017453247188996
id_177,37.60228449305028
id_178,12.949003844251806
id_179,31.040574733936783
id_180,16.972831223201037
id_181,11.687045284727299
id_182,55.604228409647476
id_183,47.567337401163606
id_184,17.85135601442717
id_185,35.43407809219164
id_186,26.546520785896995
id_187,68.59108889902718
id_188,9.715457915040078
id_189,58.27130513547505
id_190,36.67334119435599
id_191,16.761550123782207
id_192,30.76120590427946
id_193,1.2485693049858064
id_194,19.661086395796694
id_195,3.0357612539314105
id_196,34.15817308987419
id_197,11.604819041486266
id_198,20.697927355837024
id_199,62.43476867253191
id_200,23.72752002412495
id_201,23.464543600864783
id_202,65.42371570429567
id_203,11.793315445493043
id_204,10.090266694284495
id_205,11.806307590844579
id_206,8.271976589960168
id_207,2.5188185005368817
id_208,123.83942360271385
id_209,19.617165468683773
id_210,15.689379605024664
id_211,13.862830268115717
id_212,36.482834476075965
id_213,36.71872321982095
id_214,20.91428156508782
id_215,35.40643039929853
id_216,76.22591687364316
id_217,0.9759449256765892
id_218,11.983158444975189
id_219,32.74098747540795
id_220,16.552079430052025
id_221,12.25549784494323
id_222,111.90345119834691
id_223,11.717571228822806
id_224,17.131729011476477
id_225,60.722352515271176
id_226,15.646849208092105
id_227,19.106866138591055
id_228,10.902946453701919
id_229,6.229908159154044
id_230,45.21632955052831
id_231,13.796348504626659
id_232,52.128782648862035
id_233,42.254010231412025
id_234,24.305359257816217
id_235,42.369434052503955
id_236,68.38476287386679
id_237,41.93208050007938
id_238,14.51136006420571
id_239,16.545408429986217
